Title,Category,Img,Country,URL,Domain,Ideology
Government Accountability Project (GAP),center-left,leftcenter05.png,United States,https://whistleblower.org/,whistleblower.org,Center-left
Government Executive,center-left,leftcenter09.png,United States,https://www.govexec.com/,govexec.com,Center-left
Greensboro News and Record,center-left,leftcenter07.png,United States,https://www.greensboro.com/,greensboro.com,Center-left
Greentech Media,center-left,leftcenter06.png,,https://www.greentechmedia.com/,greentechmedia.com,Center-left
Grist,center-left,leftcenter04.png,United States,https://grist.org/,grist.org,Center-left
Gun Violence Archive,center-left,leftcenter10.png,United States,https://www.gunviolencearchive.org,gunviolencearchive.org,Center-left
Harper’s Magazine,center-left,leftcenter09.png,United States,https://harpers.org,harpers.org,Center-left
The Hartford Courant,center-left,leftcenter05.png,United States,http://www.courant.com/,courant.com,Center-left
Harvard Political Review,center-left,leftcenter09.png,United States,http://harvardpolitics.com/,harvardpolitics.com,Center-left
Health Magazine,center-left,leftcenter07.png,United States,https://www.health.com/,health.com,Center-left
HealthyWay,center-left,leftcenter07.png,,https://www.healthyway.com,healthyway.com,Center-left
Heavy,center-left,leftcenter10.png,United States,https://heavy.com,heavy.com,Center-left
Helsingin Sanomat,center-left,leftcenter09.png,Finland,https://www.hs.fi/,hs.fi,Center-left
Helsinki Times,center-left,leftcenter05.png,Finland,https://www.helsinkitimes.fi/,helsinkitimes.fi,Center-left
High Country News,center-left,leftcenter05.png,United States,https://www.hcn.org,hcn.org,Center-left
Highline,center-left,leftcenter06.png,,http://highline.huffingtonpost.com,highline.huffingtonpost.com,Center-left
Hindustan Times,center-left,leftcenter10.png,India,https://www.hindustantimes.com/,hindustantimes.com,Center-left
History News Network,center-left,leftcenter06.png,United States,http://historynewsnetwork.org/,historynewsnetwork.org,Center-left
Hollywood Reporter,center-left,leftcenter08.png,United States,https://www.hollywoodreporter.com/,hollywoodreporter.com,Center-left
Honolulu Civil Beat,center-left,leftcenter01.png,United States,https://www.civilbeat.org,civilbeat.org,Center-left
Honolulu StarAdvertiser,center-left,leftcenter09.png,United States,https://www.staradvertiser.com/,staradvertiser.com,Center-left
HotNews Romania,center-left,leftcenter05.png,Romania,https://www.hotnews.ro/,hotnews.ro,Center-left
Houston Chronicle,center-left,leftcenter08.png,United States,https://www.houstonchronicle.com/,houstonchronicle.com,Center-left
Human Rights Watch,center-left,leftcenter04.png,United States,https://www.hrw.org/,hrw.org,Center-left
Humanium,center-left,leftcenter05.png,,https://www.humanium.org,humanium.org,Center-left
IceNews,center-left,leftcenter06.png,Iceland,https://www.icenews.is/,icenews.is,Center-left
Idaho PressTribune,center-left,leftcenter09.png,United States,https://www.idahopress.com/,idahopress.com,Center-left
If Americans Knew,center-left,leftcenter03.png,United States,http://ifamericaknew.org/,ifamericaknew.org,Center-left
IFL Science,center-left,leftcenter01.png,United Kingdom,https://www.iflscience.com/,iflscience.com,Center-left
Independent Australia,center-left,leftcenter03.png,Australia,https://independentaustralia.net/,independentaustralia.net,Center-left
iNews,center-left,leftcenter05.png,United Kingdom,https://inews.co.uk/,inews.co.uk,Center-left
Infobae,center-left,leftcenter10.png,Argentina,https://www.infobae.com/,infobae.com,Center-left
Inquisitr,center-left,leftcenter04.png,United States,https://www.inquisitr.com/news/,inquisitr.com,Center-left
Inside Edition,center-left,leftcenter09.png,United States,https://www.insideedition.com,insideedition.com,Center-left
Inside Higher Ed,center-left,leftcenter11.png,United States,https://www.insidehighered.com/,insidehighered.com,Center-left
Inside Philanthropy,center-left,leftcenter05.png,United States,https://www.insidephilanthropy.com,insidephilanthropy.com,Center-left
Insider.com,center-left,leftcenter04.png,United States,https://www.insider.com/,insider.com,Center-left
InsideClimate News,center-left,leftcenter04.png,United States,https://insideclimatenews.org/,insideclimatenews.org,Center-left
Institute for Middle East Understanding (IMEU),center-left,leftcenter06.png,United States,https://imeu.org,imeu.org,Center-left
Institute on Taxation and Economic Policy (ITEP),center-left,leftcenter07.png,,https://itep.org/,itep.org,Center-left
International Business Times,center-left,leftcenter07.png,United States,https://www.ibtimes.com/,ibtimes.com,Center-left
International Center for Research on Women,center-left,leftcenter07.png,United States,https://www.icrw.org/,icrw.org,Center-left
International Crisis Group,center-left,leftcenter07.png,Belgium,https://www.crisisgroup.org/,crisisgroup.org,Center-left
(The) Interpreter Magazine,center-left,leftcenter10.png,United States,http://www.interpretermag.com/,interpretermag.com,Center-left
Inverse,center-left,leftcenter06.png,,https://www.inverse.com,inverse.com,Center-left
iPolitics,center-left,leftcenter08.png,Canada,https://ipolitics.ca/,ipolitics.ca,Center-left
ISRAEL21c,center-left,leftcenter01.png,Israel,https://www.israel21c.org,israel21c.org,Center-left
The New Humanitarian,center-left,leftcenter08.png,Switzerland,https://www.thenewhumanitarian.org/,thenewhumanitarian.org,Center-left
Jackson Free Press,center-left,leftcenter05.png,United States,http://www.jacksonfreepress.com,jacksonfreepress.com,Center-left
Japan Today,center-left,leftcenter05.png,Japan,https://www.japantoday.com/,japantoday.com,Center-left
Jihadica,center-left,leftcenter09.png,United States,http://www.jihadica.com/,jihadica.com,Center-left
Joint Center for Political and Economic Studies,center-left,leftcenter06.png,United States,https://jointcenter.org/,jointcenter.org,Center-left
Journal of Politics and Society,center-left,leftcenter10.png,United States,http://www.helvidius.org/,helvidius.org,Center-left
JStor Daily,center-left,leftcenter06.png,United States,http://daily.jstor.org/,daily.jstor.org,Center-left
Just Security,center-left,leftcenter04.png,United States,https://www.justsecurity.org/,justsecurity.org,Center-left
Kansas City Star,center-left,leftcenter07.png,United States,https://www.kansascity.com,kansascity.com,Center-left
KCNCTV – CBS Denver,center-left,leftcenter09.png,United States,https://denver.cbslocal.com/,denver.cbslocal.com,Center-left
Kenosha News,center-left,leftcenter09.png,United States,https://www.kenoshanews.com/,kenoshanews.com,Center-left
Knight Foundation,center-left,leftcenter10.png,United States,https://www.knightfoundation.org/,knightfoundation.org,Center-left
KOCO News 5,center-left,leftcenter11.png,,http://www.koco.com/,koco.com,Center-left
Kotaku,center-left,leftcenter05.png,United States,https://kotaku.com,kotaku.com,Center-left
KOVR – CBS Sacramento,center-left,leftcenter09.png,United States,https://sacramento.cbslocal.com/,sacramento.cbslocal.com,Center-left
KPIX – CBS San Francisco,center-left,leftcenter09.png,United States,https://sanfrancisco.cbslocal.com/,sanfrancisco.cbslocal.com,Center-left
KQED,center-left,leftcenter06.png,United States,https://www.kqed.org/,kqed.org,Center-left
KUOW NPR,center-left,leftcenter08.png,United States,https://kuow.org/,kuow.org,Center-left
Kurdistan 24,center-left,leftcenter03.png,,http://www.kurdistan24.net,kurdistan24.net,Center-left
Kyiv Post,center-left,leftcenter03.png,Ukraine,https://www.kyivpost.com/,kyivpost.com,Center-left
Laconia Daily Sun,center-left,leftcenter10.png,United States,https://www.laconiadailysun.com/,laconiadailysun.com,Center-left
La Presse,center-left,leftcenter02.png,Canada,http://www.lapresse.ca/,lapresse.ca,Center-left
La Repubblica,center-left,leftcenter07.png,Italy,https://www.repubblica.it/,repubblica.it,Center-left
La Stampa,center-left,leftcenter09.png,Italy,https://www.lastampa.it/,lastampa.it,Center-left
LA Times (Los Angeles Times),center-left,leftcenter05.png,United States,https://www.latimes.com/,latimes.com,Center-left
Las Vegas Sun,center-left,leftcenter03.png,United States,https://lasvegassun.com,lasvegassun.com,Center-left
Latin Times,center-left,leftcenter10.png,United States,https://www.latintimes.com/,latintimes.com,Center-left
Leavenworth Times,center-left,leftcenter10.png,United States,https://www.leavenworthtimes.com/,leavenworthtimes.com,Center-left
Left Justified,center-left,leftcenter09.png,United States,http://www.leftjustified.com/,leftjustified.com,Center-left
Le Monde,center-left,leftcenter05.png,France,https://www.lemonde.fr/,lemonde.fr,Center-left
Lethbridge Herald,center-left,leftcenter06.png,,https://lethbridgeherald.com/,lethbridgeherald.com,Center-left
Lexington Herald Leader,center-left,leftcenter08.png,United States,http://www.kentucky.com/,kentucky.com,Center-left
Lifehacker,center-left,leftcenter08.png,,https://lifehacker.com/,lifehacker.com,Center-left
Los Angeles Magazine,center-left,leftcenter01.png,United States,https://www.lamag.com/,lamag.com,Center-left
Maclean’s Magazine,center-left,leftcenter07.png,Canada,https://www.macleans.ca,macleans.ca,Center-left
Maine Beacon,center-left,leftcenter09.png,,http://mainebeacon.com/,mainebeacon.com,Center-left
Mainichi Shimbun,center-left,leftcenter06.png,Japan,https://mainichi.jp,mainichi.jp,Center-left
Malaysiakini,center-left,leftcenter03.png,Malaysia,https://www.malaysiakini.com/,malaysiakini.com,Center-left
Manila Bulletin,center-left,leftcenter02.png,Philippines,https://mb.com.ph,mb.com.ph,Center-left
Maplight,center-left,leftcenter06.png,United States,http://maplight.org/,maplight.org,Center-left
McClatchyDC,center-left,leftcenter07.png,United States,http://www.mcclatchydc.com/,mcclatchydc.com,Center-left
MediaFile,center-left,leftcenter06.png,,http://www.mediafiledc.com,mediafiledc.com,Center-left
Mediapart,center-left,leftcenter01.png,France,https://www.mediapart.fr/,mediapart.fr,Center-left
Medium,center-left,leftcenter07.png,United States,https://medium.com/,medium.com,Center-left
Metro (Philadelphia),center-left,leftcenter08.png,United States,https://www.metro.us/,metro.us,Center-left
Metro UK,center-left,leftcenter04.png,United Kingdom,http://metro.co.uk/,metro.co.uk,Center-left
New Haven Register,center-left,leftcenter09.png,United States,https://www.nhregister.com/,nhregister.com,Center-left
Mexico Daily News,center-left,leftcenter05.png,Mexico,http://mexiconewsdaily.com/,mexiconewsdaily.com,Center-left
Miami Herald,center-left,leftcenter05.png,United States,https://www.miamiherald.com,miamiherald.com,Center-left
Mic,center-left,leftcenter05.png,United States,https://mic.com/,mic.com,Center-left
Middle East Eye,center-left,leftcenter05.png,United Kingdom,https://www.middleeasteye.net/,middleeasteye.net,Center-left
Migration Policy Institute,center-left,leftcenter08.png,United States,https://www.migrationpolicy.org,migrationpolicy.org,Center-left
Milwaukee JournalSentinel,center-left,leftcenter09.png,United States,https://www.jsonline.com/,jsonline.com,Center-left
Minneapolis Star Tribune,center-left,leftcenter06.png,United States,http://www.startribune.com/,startribune.com,Center-left
Minnesota Public Radio (MPR),center-left,leftcenter07.png,United States,https://www.mprnews.org/,mprnews.org,Center-left
MinnPost,center-left,leftcenter07.png,United States,https://www.minnpost.com,minnpost.com,Center-left
Mint Press News,center-left,leftcenter04.png,United States,http://www.mintpressnews.com/,mintpressnews.com,Center-left
Mongabay,center-left,leftcenter06.png,,https://news.mongabay.com,news.mongabay.com,Center-left
Moscow Times,center-left,leftcenter04.png,Netherlands,https://themoscowtimes.com/,themoscowtimes.com,Center-left
Mother Jones,center-left,leftcenter01.png,United States,https://www.motherjones.com/,motherjones.com,Center-left
Mother Nature Network,center-left,leftcenter03.png,,https://www.mnn.com,mnn.com,Center-left
MSN.com (MSN News),center-left,leftcenter09.png,United States,https://www.msn.com/,msn.com,Center-left
Muncie Voice,center-left,leftcenter03.png,United States,http://www.muncievoice.com/,muncievoice.com,Center-left
MWC News – Media With Conscience,center-left,leftcenter06.png,Belize,http://mwcnews.net/,mwcnews.net,Center-left
MyCentralJersey.com,center-left,leftcenter10.png,United States,https://www.mycentraljersey.com/,mycentraljersey.com,Center-left
Naked Capitalism,center-left,leftcenter06.png,United States,http://www.nakedcapitalism.com/,nakedcapitalism.com,Center-left
Naples Daily News,center-left,leftcenter10.png,United States,https://www.naplesnews.com,naplesnews.com,Center-left
National Center for Transgender Equality (NCTE),center-left,leftcenter03.png,United States,https://transequality.org,transequality.org,Center-left
National Monitor,center-left,leftcenter03.png,United States,http://natmonitor.com/,natmonitor.com,Center-left
National Newswatch,center-left,leftcenter10.png,Canada,https://www.nationalnewswatch.com/,nationalnewswatch.com,Center-left
National Observer (Canada),center-left,leftcenter03.png,Canada,https://www.nationalobserver.com/,nationalobserver.com,Center-left
National Youth Rights Association,center-left,leftcenter10.png,,http://www.youthrights.org/,youthrights.org,Center-left
Natural Resource Governance Institute,center-left,leftcenter07.png,United States,https://resourcegovernance.org/,resourcegovernance.org,Center-left
Nature Conservancy,center-left,leftcenter09.png,United States,https://www.nature.org,nature.org,Center-left
NBC Los Angeles – KNBC,center-left,leftcenter09.png,United States,https://www.nbclosangeles.com/,nbclosangeles.com,Center-left
NBC News,center-left,leftcenter04.png,United States,http://www.nbcnews.com/,nbcnews.com,Center-left
NBCNewYork.com,center-left,leftcenter11.png,United States,https://www.nbcnewyork.com,nbcnewyork.com,Center-left
NDTV,center-left,leftcenter03.png,India,https://www.ndtv.com/,ndtv.com,Center-left
New America,center-left,leftcenter08.png,United States,https://www.newamerica.org/,newamerica.org,Center-left
New England Cable News (NECN),center-left,leftcenter09.png,,http://www.necn.com/,necn.com,Center-left
New Castle News,center-left,leftcenter10.png,United States,https://www.ncnewsonline.com/,ncnewsonline.com,Center-left
New Europe,center-left,leftcenter05.png,Belgium,https://www.neweurope.eu/,neweurope.eu,Center-left
New Left Review,center-left,left10.png,United Kingdom,https://newleftreview.org/,newleftreview.org,Center-left
New Matilda,center-left,left10.png,Australia,https://newmatilda.com/,newmatilda.com,Center-left
New Moderate,center-left,leftcenter11.png,United States,https://newmoderate.com/,newmoderate.com,Center-left
News1130 & City News,center-left,leftcenter06.png,Canada,https://www.citynews1130.com/,citynews1130.com,Center-left
NewsCenterMaine.com,center-left,leftcenter09.png,United States,https://www.newscentermaine.com/,newscentermaine.com,Center-left
New York Daily News,center-left,leftcenter04.png,United States,https://www.nydailynews.com/,nydailynews.com,Center-left
New York Times,center-left,leftcenter06.png,United States,https://www.nytimes.com/,nytimes.com,Center-left
News and Guts,center-left,leftcenter05.png,United States,https://www.newsandguts.com/,newsandguts.com,Center-left
News Deeply,center-left,leftcenter02.png,,https://www.newsdeeply.com,newsdeeply.com,Center-left
Newsday,center-left,leftcenter04.png,United States,https://www.newsday.com/,newsday.com,Center-left
Newser,center-left,leftcenter09.png,,http://www.newser.com,newser.com,Center-left
Newsweek,center-left,leftcenter07.png,United States,https://www.newsweek.com/,newsweek.com,Center-left
Newsy,center-left,leftcenter10.png,United States,https://www.newsy.com/,newsy.com,Center-left
NHK WorldJapan,center-left,leftcenter09.png,Japan,https://www3.nhk.or.jp/nhkworld/,www3.nhk.or.jp,Center-left
Niagara Gazette,center-left,leftcenter10.png,United States,https://www.niagara-gazette.com/,niagara-gazette.com,Center-left
Novinky.cz (Pravo),center-left,leftcenter09.png,Czech Republic,https://www.novinky.cz/,novinky.cz,Center-left
NPR (National Public Radio),center-left,leftcenter09.png,United States,https://www.npr.org/sections/news/,npr.org,Center-left
Occupy Independents,center-left,leftcenter06.png,United States,https://occupyindependents.com/,occupyindependents.com,Center-left
OC Weekly,center-left,leftcenter06.png,,http://www.ocweekly.com/,ocweekly.com,Center-left
OneIndia,center-left,leftcenter06.png,,https://www.oneindia.com/,oneindia.com,Center-left
openDemocracy,center-left,leftcenter03.png,United Kingdom,https://www.opendemocracy.net/,opendemocracy.net,Center-left
Open the Government,center-left,leftcenter04.png,United States,https://www.openthegovernment.org/,openthegovernment.org,Center-left
Opposing Views,center-left,leftcenter02.png,United States,https://www.opposingviews.com/,opposingviews.com,Center-left
Orlando Sentinel,center-left,leftcenter09.png,United States,https://www.orlandosentinel.com,orlandosentinel.com,Center-left
Our World In Data,center-left,leftcenter10.png,United Kingdom,https://ourworldindata.org,ourworldindata.org,Center-left
Outside The Beltway,center-left,leftcenter07.png,United States,https://www.outsidethebeltway.com/,outsidethebeltway.com,Center-left
Ozy Media,center-left,leftcenter05.png,United States,https://www.ozy.com/,ozy.com,Center-left
Pacific Standard Magazine,center-left,leftcenter08.png,United States,https://psmag.com/,psmag.com,Center-left
Palm Beach Daily News,center-left,leftcenter08.png,United States,https://www.palmbeachdailynews.com/,palmbeachdailynews.com,Center-left
Patriotic Millionaires,center-left,leftcenter06.png,,https://patrioticmillionaires.org,patrioticmillionaires.org,Center-left
PBS NewsHour,center-left,leftcenter10.png,United States,https://www.pbs.org/newshour/,pbs.org,Center-left
Philadelphia Inquirer,center-left,leftcenter07.png,United States,https://www.inquirer.com/,inquirer.com,Center-left
Philippine Daily Inquirer,center-left,leftcenter10.png,Philippines,https://www.inquirer.net/,inquirer.net,Center-left
Phoenix New Times,center-left,leftcenter02.png,United States,http://www.phoenixnewtimes.com/,phoenixnewtimes.com,Center-left
Political Critique,center-left,leftcenter06.png,Poland,http://politicalcritique.org/,politicalcritique.org,Center-left
Politico,center-left,leftcenter09.png,United States,https://www.politico.com,politico.com,Center-left
Politifact,center-left,leftcenter07.png,United States,https://www.politifact.com/,politifact.com,Center-left
Polygon,center-left,leftcenter10.png,United States,https://www.polygon.com/,polygon.com,Center-left
Population Connection,center-left,leftcenter03.png,,http://www.populationconnection.org,populationconnection.org,Center-left
Portland PressHerald,center-left,leftcenter05.png,United States,https://www.pressherald.com/,pressherald.com,Center-left
Portland Tribune,center-left,leftcenter01.png,United States,https://pamplinmedia.com,pamplinmedia.com,Center-left
Positive News,center-left,leftcenter06.png,,https://www.positive.news,positive.news,Center-left
Public Radio International (PRI),center-left,leftcenter05.png,United States,https://www.pri.org/,pri.org,Center-left
Private Eye,center-left,leftcenter02.png,United Kingdom,https://www.private-eye.co.uk/,private-eye.co.uk,Center-left
Project on Government Oversight,center-left,leftcenter07.png,United States,https://www.pogo.org/,pogo.org,Center-left
Project Syndicate,center-left,leftcenter06.png,Czech Republic,https://www.project-syndicate.org/,project-syndicate.org,Center-left
Propublica,center-left,leftcenter07.png,United States,https://www.propublica.org/,propublica.org,Center-left
Prospect Magazine,center-left,leftcenter03.png,United Kingdom,https://www.prospectmagazine.co.uk/,prospectmagazine.co.uk,Center-left
The Providence Journal,center-left,leftcenter07.png,United States,https://www.providencejournal.com/,providencejournal.com,Center-left
Public Citizen,center-left,leftcenter05.png,United States,https://www.citizen.org/,citizen.org,Center-left
Quartz,center-left,leftcenter07.png,United States,https://qz.com/,qz.com,Center-left
Radio Free Asia,center-left,leftcenter07.png,United States,https://www.rfa.org/,rfa.org,Center-left
Radio Television Marti,center-left,leftcenter10.png,United States,https://www.radiotelevisionmarti.com/,radiotelevisionmarti.com,Center-left
Raleigh News and Observer,center-left,leftcenter07.png,United States,https://www.newsobserver.com/,newsobserver.com,Center-left
Rappler,center-left,leftcenter01.png,Philippines,https://www.rappler.com/,rappler.com,Center-left
RationalWiki,center-left,leftcenter04.png,United States,https://rationalwiki.org/wiki/Main_Page,rationalwiki.org,Center-left
Religion News Service (RNS),center-left,leftcenter07.png,,http://religionnews.com,religionnews.com,Center-left
Reno Gazette Journal,center-left,leftcenter10.png,United States,https://www.rgj.com,rgj.com,Center-left
Represent.Us,center-left,leftcenter04.png,United States,https://represent.us/,represent.us,Center-left
Reveal – Center for Investigative Reporting,center-left,leftcenter05.png,United States,https://www.revealnews.org/,revealnews.org,Center-left
Militarist Monitor,center-left,leftcenter05.png,,https://militarist-monitor.org/,militarist-monitor.org,Center-left
RocketNews,center-left,leftcenter07.png,United States,https://www.rocketnews.com/,rocketnews.com,Center-left
Rock Hill Herald,center-left,leftcenter06.png,United States,https://www.heraldonline.com/,heraldonline.com,Center-left
Roosevelt Institute,center-left,leftcenter01.png,United States,https://rooseveltinstitute.org/,rooseveltinstitute.org,Center-left
Sacramento Bee,center-left,leftcenter07.png,United States,https://www.sacbee.com,sacbee.com,Center-left
Salt Lake Tribune,center-left,leftcenter09.png,United States,https://www.sltrib.com/,sltrib.com,Center-left
San Antonio ExpressNews,center-left,leftcenter09.png,United States,https://www.expressnews.com/,expressnews.com,Center-left
San Diego Reader,center-left,leftcenter04.png,United States,https://www.sandiegoreader.com,sandiegoreader.com,Center-left
San Francisco Chronicle,center-left,leftcenter04.png,United States,https://www.sfchronicle.com/,sfchronicle.com,Center-left
San Francisco Examiner,center-left,leftcenter05.png,United States,http://www.sfexaminer.com,sfexaminer.com,Center-left
San Francisco Globe,center-left,leftcenter07.png,,https://sfglobe.com/,sfglobe.com,Center-left
San Jose Mercury News,center-left,leftcenter06.png,United States,https://www.mercurynews.com/,mercurynews.com,Center-left
San Luis Obispo Tribune,center-left,leftcenter08.png,United States,https://www.sanluisobispo.com/,sanluisobispo.com,Center-left
Santa Barbara Independent,center-left,leftcenter06.png,,http://www.independent.com/,independent.com,Center-left
Sapiens,center-left,leftcenter07.png,United States,https://www.sapiens.org,sapiens.org,Center-left
Sciencing,center-left,leftcenter10.png,United States,https://sciencing.com/,sciencing.com,Center-left
ScoopWhoop,center-left,leftcenter01.png,India,https://www.scoopwhoop.com,scoopwhoop.com,Center-left
Scroll.in,center-left,leftcenter08.png,India,https://scroll.in/,scroll.in,Center-left
Seattle PostIntelligencer,center-left,leftcenter05.png,United States,https://www.seattlepi.com/,seattlepi.com,Center-left
Seattle Times,center-left,leftcenter05.png,United States,http://www.seattletimes.com/,seattletimes.com,Center-left
Sentencing Project,center-left,leftcenter03.png,,https://www.sentencingproject.org/,sentencingproject.org,Center-left
SFGate,center-left,leftcenter04.png,United States,https://www.sfgate.com/,sfgate.com,Center-left
Snopes,center-left,leftcenter09.png,United States,https://www.snopes.com/,snopes.com,Center-left
Sojourners (Soho),center-left,leftcenter06.png,United States,https://sojo.net/,sojo.net,Center-left
SooToday.com,center-left,leftcenter05.png,Canada,https://www.sootoday.com/,sootoday.com,Center-left
South China Morning Post,center-left,leftcenter08.png,Hong Kong,https://www.scmp.com,scmp.com,Center-left
Special Broadcasting Service (SBS),center-left,leftcenter05.png,Australia,https://www.sbs.com.au/,sbs.com.au,Center-left
Spiegel Online (Der Spiegel),center-left,leftcenter07.png,Germany,https://www.spiegel.de/,spiegel.de,Center-left
Spin (Magazine),center-left,leftcenter10.png,United States,https://www.spin.com/,spin.com,Center-left
Springfield NewsLeader,center-left,leftcenter11.png,United States,https://www.news-leader.com/,news-leader.com,Center-left
St. Louis PostDispatch,center-left,leftcenter06.png,United States,https://www.stltoday.com/,stltoday.com,Center-left
St. Paul Pioneer Press,center-left,leftcenter10.png,,http://www.twincities.com/,twincities.com,Center-left
Stamford Advocate,center-left,leftcenter09.png,United States,https://www.stamfordadvocate.com/,stamfordadvocate.com,Center-left
StarLedger,center-left,leftcenter04.png,United States,https://www.nj.com/starledger/,nj.com,Center-left
Stat (News),center-left,leftcenter06.png,United States,https://www.statnews.com/,statnews.com,Center-left
StepFeed,center-left,leftcenter02.png,,https://stepfeed.com,stepfeed.com,Center-left
StopFake,center-left,leftcenter06.png,Ukraine,https://www.stopfake.org/,stopfake.org,Center-left
Stuff,center-left,leftcenter09.png,New Zealand,https://www.stuff.co.nz/,stuff.co.nz,Center-left
Sunlight Foundation,center-left,leftcenter08.png,United States,https://sunlightfoundation.com/,sunlightfoundation.com,Center-left
SWI – Swissinfo.ch,center-left,leftcenter10.png,Switzerland,https://www.swissinfo.ch/,swissinfo.ch,Center-left
Syrian Observatory for Human Rights (SOHR),center-left,leftcenter04.png,United States,https://www.syriahr.com/,syriahr.com,Center-left
Tablet Magazine,center-left,leftcenter04.png,United States,https://www.tabletmag.com/,tabletmag.com,Center-left
Taiwan News,center-left,leftcenter03.png,Taiwan,https://www.taiwannews.com.tw/,taiwannews.com.tw,Center-left
Tampa Bay Times,center-left,leftcenter05.png,United States,https://www.tampabay.com,tampabay.com,Center-left
Tarbell,center-left,leftcenter04.png,United States,https://tarbell.org,tarbell.org,Center-left
Tax Justice Network,center-left,leftcenter07.png,,https://www.taxjustice.net/,taxjustice.net,Center-left
Tax Policy Center,center-left,leftcenter10.png,,http://www.taxpolicycenter.org,taxpolicycenter.org,Center-left
TechCrunch,center-left,leftcenter04.png,,https://techcrunch.com,techcrunch.com,Center-left
Techdirt,center-left,leftcenter04.png,United States,https://www.techdirt.com,techdirt.com,Center-left
Texas Monthly,center-left,leftcenter06.png,,https://www.texasmonthly.com,texasmonthly.com,Center-left
Texas Tribune,center-left,leftcenter06.png,United States,https://www.texastribune.org/,texastribune.org,Center-left
The Age (Australia),center-left,leftcenter02.png,Australia,http://www.theage.com.au/,theage.com.au,Center-left
The Asahi Shimbun,center-left,leftcenter05.png,Japan,http://www.asahi.com/ajw,asahi.com,Center-left
The Asbury Park Press,center-left,leftcenter06.png,United States,https://www.app.com,app.com,Center-left
The Belfer Center for Science and International Affairs,center-left,leftcenter01.png,United States,https://www.belfercenter.org/,belfercenter.org,Center-left
The Bipartisan Press,center-left,leftcenter05.png,United States,https://www.thebipartisanpress.com,thebipartisanpress.com,Center-left
The Brownsville Herald,center-left,leftcenter05.png,United States,https://www.brownsvilleherald.com,brownsvilleherald.com,Center-left
The Budapest Beacon,center-left,leftcenter03.png,,https://budapestbeacon.com/,budapestbeacon.com,Center-left
The Bureau of Investigative Journalism,center-left,leftcenter04.png,United Kingdom,https://www.thebureauinvestigates.com/,thebureauinvestigates.com,Center-left
The Center for Economic and Policy Research,center-left,leftcenter04.png,United States,http://cepr.net,cepr.net,Center-left
The Century Foundation,center-left,leftcenter02.png,United States,https://tcf.org/,tcf.org,Center-left
The China Post,center-left,leftcenter01.png,Taiwan,https://chinapost.nownews.com/,chinapost.nownews.com,Center-left
The Christian Left,center-left,leftcenter03.png,United States,http://www.thechristianleft.org/,thechristianleft.org,Center-left
The Chronicle of Higher Education,center-left,leftcenter06.png,United States,https://www.chronicle.com/,chronicle.com,Center-left
The Citizen,center-left,leftcenter07.png,,https://www.thecitizen.org.au,thecitizen.org.au,Center-left
The City,center-left,leftcenter08.png,United States,https://thecity.nyc/,thecity.nyc,Center-left
The Coloradoan,center-left,leftcenter10.png,United States,https://www.coloradoan.com/,coloradoan.com,Center-left
The Colorado Sun,center-left,leftcenter08.png,United States,https://coloradosun.com/,coloradosun.com,Center-left
The Council of Canadians,center-left,leftcenter05.png,,https://canadians.org,canadians.org,Center-left
Louisville CourierJournal,center-left,leftcenter06.png,United States,https://www.courier-journal.com/,courier-journal.com,Center-left
The Daily Climate,center-left,leftcenter06.png,United States,http://www.dailyclimate.org/,dailyclimate.org,Center-left
Daily Hive,center-left,leftcenter09.png,,https://dailyhive.com/,dailyhive.com,Center-left
The Daily Tarheel,center-left,leftcenter06.png,United States,https://www.dailytarheel.com/,dailytarheel.com,Center-left
The Dominion Post,center-left,leftcenter09.png,United States,https://www.dominionpost.com/,dominionpost.com,Center-left
The European Council on Foreign Relations (ECFR),center-left,leftcenter04.png,,http://www.ecfr.eu/,ecfr.eu,Center-left
The ExpressTimes (Lehigh Valley),center-left,leftcenter10.png,United States,https://www.lehighvalleylive.com,lehighvalleylive.com,Center-left
The Forward,center-left,leftcenter06.png,United States,https://forward.com/,forward.com,Center-left
The Frontier,center-left,leftcenter05.png,United States,https://www.readfrontier.org,readfrontier.org,Center-left
The Fulcrum,center-left,leftcenter01.png,United States,https://thefulcrum.us/,thefulcrum.us,Center-left
The Herald – Scotland,center-left,leftcenter01.png,United Kingdom,https://www.heraldscotland.com/,heraldscotland.com,Center-left
The Guardian,center-left,leftcenter04.png,United Kingdom,https://www.theguardian.com,theguardian.com,Center-left
The Herald (Everett),center-left,leftcenter10.png,United States,http://www.heraldnet.com/,heraldnet.com,Center-left
The Hill Talk,center-left,leftcenter09.png,United States,http://thehilltalk.com,thehilltalk.com,Center-left
The Hindu,center-left,leftcenter04.png,India,https://www.thehindu.com/,thehindu.com,Center-left
The Humanist Magazine,center-left,leftcenter06.png,United States,https://thehumanist.com/,thehumanist.com,Center-left
The Independent UK,center-left,leftcenter04.png,United Kingdom,https://www.independent.co.uk/us,independent.co.uk,Center-left
The Indian Express,center-left,leftcenter09.png,India,https://indianexpress.com/,indianexpress.com,Center-left
The Intercept,center-left,left6.png,United States,https://theintercept.com/,theintercept.com,Center-left
The Irish Times,center-left,leftcenter08.png,Ireland,http://www.irishtimes.com/,irishtimes.com,Center-left
The Irrawaddy,center-left,leftcenter05.png,Thailand,https://www.irrawaddy.com/,irrawaddy.com,Center-left
